0 239 217 4.247118965836783 13.375636096407387
1 28 61 9.778503296564253 7.5279651568824155
2 179 27 13.929607401247896 16.099289101051287
3 239 273 8.61516646048544 19.954202443747327
4 33 200 3.120519235199093 7.311801123763589
5 187 116 26.425113588661098 11.970724736158184
6 146 195 21.890011909452404 5.6063455975681755
7 239 28 17.300072495028395 18.930395940077954
8 160 20 10.588803402512298 25.591657413376378
9 225 218 9.069216773858583 21.347850615578437
10 118 208 13.804893350865362 20.584239885238205
11 215 28 8.975900650708443 29.958875135849503
12 158 114 28.117783755240612 25.50719690867242
13 220 197 10.467397551623037 16.91139913068094
14 146 165 24.087308116831284 20.057601826875153
15 176 189 19.251209606223476 1.955173187363961
16 277 49 8.051796442471929 0.5622085326085424
17 129 60 18.560356356650907 16.33730640099084
18 54 223 22.614199148159678 29.994794787640043
19 142 275 23.235328101459533 24.196773965201654
20 117 97 24.383036628532075 4.459641753769711
21 66 108 13.75734002693602 1.8323947544435182
22 29 61 1.27066543606986 3.472304674161284
23 149 89 12.181806763195583 23.158795993927516
24 158 208 17.003709210234533 12.885089951544682
25 79 26 6.189936365870339 15.332496990535482
26 30 260 22.88185606151596 4.058506195215097
27 94 72 5.909772355538814 29.106546497491173
28 208 200 13.625167152773818 10.485529368301957
29 116 26 5.576795808963836 28.565716085040687
30 162 263 2.930198898751799 29.718287020427365
31 213 213 2.366457993487331 3.183253378805986
32 92 103 12.110852302701234 21.516626423878687
33 269 86 3.834627758418332 10.407345190548694
34 204 70 17.638737391235864 21.330373513105524
35 174 218 0.0038898961960087686 13.791368767786171
36 95 206 6.9447754408743165 23.53263787589771
37 243 122 8.358631804808969 11.649277256030174
38 138 188 22.6945992165332 9.257336040988196
39 117 175 0.23513390390228373 17.657919141791023
40 212 91 17.03230602184151 2.953317931399871
41 231 65 26.542231447128813 7.648618487711463
42 252 183 28.101323983342038 17.68794869909566
43 124 195 28.581521530938204 14.142401369611141
44 46 232 21.023332665669745 0.9629068170281385
45 85 189 4.109470536078738 2.4140765059543057
46 211 247 10.772905209040442 7.522829146738755
47 242 236 17.22969276162617 21.659681287755614
48 69 57 22.439612009919287 6.618277208443261
49 217 92 15.042650413144445 14.271493105116427
50 147 124 0.3747748058736222 19.77666136693041
51 114 203 24.76965906284158 24.264915029534674
52 220 26 3.505989228763747 4.962783313285195
53 44 47 26.408631867190046 6.423217280423263
54 267 209 28.351164342988678 11.537925485568064
55 242 53 15.108673304273253 3.534598240255251
56 186 65 25.999028244719575 3.405402627942138
57 275 273 0.6497684576703588 19.625643631982953
58 124 33 17.292667361853738 1.3144509140182226
59 133 246 20.731589225228536 23.05144409537
60 173 273 9.087467207254189 0.28309614836415253
61 63 134 13.596798320949121 7.6411234932029615
62 71 268 15.906342606944568 4.684580911387877
63 258 59 20.845836251861154 5.711008568089059
64 180 215 5.65967646794054 11.382492501621616
65 162 107 12.601713351045005 14.963010875616611
66 270 72 26.101813887097432 8.831563315273783
67 212 187 20.832497276662362 17.420997225653878
68 134 58 28.78379905836049 13.74774410861845
69 223 230 1.0486968024792775 18.72374275566663
70 245 190 17.217799955250754 17.418858024827863
71 189 243 20.364642127855323 24.537145239168787
72 105 255 5.7787254324662545 0.033012547837225625
73 122 267 23.01930030700432 15.52436386537138
74 232 123 2.9060533707002922 0.08925278879136633
75 141 119 26.993755603690687 11.51879678552833
76 34 91 27.851851481990582 24.481244065779155
77 47 249 17.957747642588362 18.759415633424116
78 185 66 16.399259497967165 19.673032880071705
79 38 212 14.087807234960493 23.351656398960184
80 197 85 16.565456345255757 20.36724674697619
81 49 169 27.364770637283588 0.47675225449527625
82 269 175 25.14270476003976 6.729704184132394
83 259 120 28.69178727388544 0.0655501244840162
84 22 214 15.225776711850235 18.25737567727199
85 206 189 13.957185214076285 3.3228852194609635
86 211 104 24.75740657628469 17.702691990769054
87 233 248 8.748460107831693 21.466715272019325
